summary_path,reference_path,METEOR,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore,Summary Coverage,Cosine Similarity,Average_Score
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_42_2023_11_25-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_42_2023_11_25.txt,0.040265863763034385,4.758214957922107e-06,0.1136657194523379,0.023261824760920133,0.06096615861534488,0.7852690815925598,0.08071278825995808,0.6169075942941984,0.23433442867047907
voiceapp\output\summaries_folder\mistral-small_20241213_125952\CJG_43_2023_12_02-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_43_2023_12_02.txt,0.03942939333818644,1.0726236792903655e-05,0.10810810810810811,0.014903129657228018,0.05575654394552033,0.7673370838165283,0.09260991580916744,0.5356412240332497,0.21731231559080197
voiceapp\output\summaries_folder\mistral-small_20241213_125952\CJG_44_2023_12_09-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_44_2023_12_09.txt,0.047416732082583825,3.52445133614509e-05,0.13091594066399811,0.031566548881036514,0.06922533553096304,0.7877680063247681,0.08682328907048008,0.605713112503243,0.23894870292856485
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_45_2023_12_16-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_45_2023_12_16.txt,0.04089767140861159,7.285368941510838e-06,0.11687926431326014,0.0213713268032057,0.06051616730940374,0.7816078066825867,0.07157894736842105,0.5249816703807472,0.2208944560381081
voiceapp\output\summaries_folder\mistral-small_20241213_125952\CJG_46_2023_12_23-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_46_2023_12_23.txt,0.05778497181866179,4.099458046231651e-05,0.15576973170096378,0.01928590044305447,0.07033081531648867,0.7764163017272949,0.09432146294513956,0.6419315938121988,0.2459371870570178
voiceapp\output\summaries_folder\mistral-small_20241213_125952\CJG_47_2023_12_30-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_47_2023_12_30.txt,0.06344855230295512,0.0002159257595057418,0.16736816043575142,0.03715630418627693,0.07625649913344887,0.7875974774360657,0.11067193675889328,0.658721570036189,0.25582349847002755
voiceapp\output\summaries_folder\mistral-small_20241213_125952\CJG_48_2024_01_06-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_48_2024_01_06.txt,0.040778993684690616,3.761441937723944e-05,0.10610211706102117,0.017443309244953898,0.05130759651307597,0.7822216153144836,0.08421052631578947,0.5847257033575342,0.2260881356564481
voiceapp\output\summaries_folder\mistral-small_20241213_125952\CJG_49_2024_01_13-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_49_2024_01_13.txt,0.04902729839974898,8.399550768831523e-05,0.12745098039215685,0.013488657265481301,0.050857843137254895,0.7804165482521057,0.12334801762114538,0.481549374039907,0.21469638528490617
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_50_2024_01_20-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_50_2024_01_20.txt,0.04973693702853765,2.350562416455802e-05,0.1375400542272615,0.021208384710234278,0.06753758935173775,0.7886170744895935,0.08562992125984252,0.5491762585706669,0.23054854342888514
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_51_2024_01_27-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_51_2024_01_27.txt,0.04510389182695939,3.5403579396173224e-05,0.13352476669059585,0.029686377783097916,0.0741804259392199,0.7848090529441833,0.06932573599240266,0.6627910882690441,0.24716157243321377
voiceapp\output\summaries_folder\mistral-small_20241213_125952\CJG - AI 1-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\shorts\CJG - AI 1.txt,0.15753526634012785,0.012616094633519138,0.33583617747440275,0.054682159945317846,0.12696245733788394,0.7948357462882996,0.20623501199040767,0.4950948559714821,0.2825089654272905
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG - C40 1-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\shorts\CJG - C40 1.txt,0.10625055644502338,0.0024446880100430623,0.24800580130529368,0.03631082062454611,0.1116751269035533,0.7830539345741272,0.12134831460674157,0.5769608700746544,0.26638597113389156
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG - ambergold 1-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\shorts\CJG - ambergold 1.txt,0.09749493699551713,0.004253468279695886,0.2342586323628978,0.04203389830508474,0.11238997968855788,0.7977129817008972,0.12233009708737864,0.6765081124719874,0.280664572829234
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG - anheuser-busch 1-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\shorts\CJG - anheuser-busch 1.txt,0.15280078409121947,0.008220794780351811,0.3254545454545455,0.06375227686703097,0.13818181818181818,0.8062562346458435,0.17857142857142858,0.584726765245043,0.297056174180836
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG - dawne zapowiedzi 1-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\shorts\CJG - dawne zapowiedzi 1.txt,0.10213611440232923,0.002402660220221535,0.22206405693950182,0.025659301496792585,0.11387900355871887,0.7873334884643555,0.12471131639722864,0.5469058382362489,0.2571972090454526
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG - emigracja 1-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\shorts\CJG - emigracja 1.txt,0.11852736140283766,0.004125839264244382,0.2621912602913236,0.038046924540266334,0.10892970234325522,0.7918155193328857,0.16741071428571427,0.5495272510971132,0.26759483689598945
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG - evergrande 1-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\shorts\CJG - evergrande 1.txt,0.10484121461252435,0.0031112143670982283,0.23190442726633873,0.036593947923997186,0.123682361208714,0.7745345830917358,0.1206896551724138,0.5179863782140318,0.2560934466692057
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG - firmy w polsce cz1-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\shorts\CJG - firmy w polsce cz1.txt,0.16181726652079848,0.03615028273232925,0.34646962233169126,0.09375,0.13793103448275862,0.8095730543136597,0.2465753424657534,0.5895223862810256,0.31074480666603754
voiceapp\output\summaries_folder\mistral-small_20241213_125952\CJG - fotowoltaika 1-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\shorts\CJG - fotowoltaika 1.txt,0.21475374068881947,0.03950345514881105,0.39219015280135827,0.07482993197278913,0.15789473684210525,0.8036147356033325,0.23030303030303031,0.6315627756909297,0.330621361249735
